"bdgt_id","dma1_name","chan1_name","client_id","chan1_id","dma1_id","week_id","percent_max","sp_max_h","sp_min_h"
"199_286_43",NULL,NULL,25,199,286,43,NULL,NULL,NULL
"199_286_44",NULL,NULL,25,199,286,44,NULL,NULL,NULL
"199_286_45",NULL,NULL,25,199,286,45,NULL,NULL,NULL
"199_286_46",NULL,NULL,25,199,286,46,NULL,NULL,NULL
"199_286_47",NULL,NULL,25,199,286,47,NULL,NULL,NULL
"199_286_48",NULL,NULL,25,199,286,48,NULL,NULL,NULL
"199_286_49",NULL,NULL,25,199,286,49,NULL,NULL,NULL
"199_286_5",NULL,NULL,25,199,286,5,NULL,NULL,NULL
"199_286_50",NULL,NULL,25,199,286,50,NULL,NULL,NULL
"199_286_51",NULL,NULL,25,199,286,51,NULL,NULL,NULL
"199_286_52",NULL,NULL,25,199,286,52,NULL,NULL,NULL
"199_286_53",NULL,NULL,25,199,286,53,NULL,NULL,NULL
"199_286_6",NULL,NULL,25,199,286,6,NULL,NULL,NULL
"199_286_7",NULL,NULL,25,199,286,7,NULL,NULL,NULL
"199_286_8",NULL,NULL,25,199,286,8,NULL,NULL,NULL
"199_286_9",NULL,NULL,25,199,286,9,NULL,NULL,NULL
"199_287_0",NULL,NULL,25,199,287,0,NULL,NULL,NULL
"199_287_1",NULL,NULL,25,199,287,1,NULL,NULL,NULL
"199_287_10",NULL,NULL,25,199,287,10,NULL,NULL,NULL
"199_287_11",NULL,NULL,25,199,287,11,NULL,NULL,NULL
"199_287_12",NULL,NULL,25,199,287,12,NULL,NULL,NULL
"199_287_13",NULL,NULL,25,199,287,13,NULL,NULL,NULL
"199_287_14",NULL,NULL,25,199,287,14,NULL,NULL,NULL
"199_287_15",NULL,NULL,25,199,287,15,NULL,NULL,NULL
"199_287_16",NULL,NULL,25,199,287,16,NULL,NULL,NULL
"199_287_17",NULL,NULL,25,199,287,17,NULL,NULL,NULL
"199_287_18",NULL,NULL,25,199,287,18,NULL,NULL,NULL
"199_287_19",NULL,NULL,25,199,287,19,NULL,NULL,NULL
"199_287_2",NULL,NULL,25,199,287,2,NULL,NULL,NULL
"199_287_20",NULL,NULL,25,199,287,20,NULL,NULL,NULL
"199_287_21",NULL,NULL,25,199,287,21,NULL,NULL,NULL
"199_287_22",NULL,NULL,25,199,287,22,NULL,NULL,NULL
"199_287_23",NULL,NULL,25,199,287,23,NULL,NULL,NULL
"199_287_24",NULL,NULL,25,199,287,24,NULL,NULL,NULL
"199_287_25",NULL,NULL,25,199,287,25,NULL,NULL,NULL
"199_287_26",NULL,NULL,25,199,287,26,NULL,NULL,NULL
"199_287_27",NULL,NULL,25,199,287,27,NULL,NULL,NULL
"199_287_28",NULL,NULL,25,199,287,28,NULL,NULL,NULL
"199_287_29",NULL,NULL,25,199,287,29,NULL,NULL,NULL
"199_287_3",NULL,NULL,25,199,287,3,NULL,NULL,NULL
"199_287_30",NULL,NULL,25,199,287,30,NULL,NULL,NULL
"199_287_31",NULL,NULL,25,199,287,31,NULL,NULL,NULL
"199_287_32",NULL,NULL,25,199,287,32,NULL,NULL,NULL
"199_287_33",NULL,NULL,25,199,287,33,NULL,NULL,NULL
"199_287_34",NULL,NULL,25,199,287,34,NULL,NULL,NULL
"199_287_35",NULL,NULL,25,199,287,35,NULL,NULL,NULL
"199_287_36",NULL,NULL,25,199,287,36,NULL,NULL,NULL
"199_287_37",NULL,NULL,25,199,287,37,NULL,NULL,NULL
"199_287_38",NULL,NULL,25,199,287,38,NULL,NULL,NULL
"199_287_39",NULL,NULL,25,199,287,39,NULL,NULL,NULL
"199_287_4",NULL,NULL,25,199,287,4,NULL,NULL,NULL
"199_287_40",NULL,NULL,25,199,287,40,NULL,NULL,NULL
"199_287_41",NULL,NULL,25,199,287,41,NULL,NULL,NULL
"199_287_42",NULL,NULL,25,199,287,42,NULL,NULL,NULL
"199_287_43",NULL,NULL,25,199,287,43,NULL,NULL,NULL
"199_287_44",NULL,NULL,25,199,287,44,NULL,NULL,NULL
"199_287_45",NULL,NULL,25,199,287,45,NULL,NULL,NULL
"199_287_46",NULL,NULL,25,199,287,46,NULL,NULL,NULL
"199_287_47",NULL,NULL,25,199,287,47,NULL,NULL,NULL
"199_287_48",NULL,NULL,25,199,287,48,NULL,NULL,NULL
"199_287_49",NULL,NULL,25,199,287,49,NULL,NULL,NULL
"199_287_5",NULL,NULL,25,199,287,5,NULL,NULL,NULL
"199_287_50",NULL,NULL,25,199,287,50,NULL,NULL,NULL
"199_287_51",NULL,NULL,25,199,287,51,NULL,NULL,NULL
"199_287_52",NULL,NULL,25,199,287,52,NULL,NULL,NULL
"199_287_53",NULL,NULL,25,199,287,53,NULL,NULL,NULL
"199_287_6",NULL,NULL,25,199,287,6,NULL,NULL,NULL
"199_287_7",NULL,NULL,25,199,287,7,NULL,NULL,NULL
"199_287_8",NULL,NULL,25,199,287,8,NULL,NULL,NULL
"199_287_9",NULL,NULL,25,199,287,9,NULL,NULL,NULL
"199_29_0",NULL,NULL,25,199,29,0,NULL,NULL,NULL
"199_29_1",NULL,NULL,25,199,29,1,NULL,NULL,NULL
"199_29_10",NULL,NULL,25,199,29,10,NULL,NULL,NULL
"199_29_11",NULL,NULL,25,199,29,11,NULL,NULL,NULL
"199_29_12",NULL,NULL,25,199,29,12,NULL,NULL,NULL
"199_29_13",NULL,NULL,25,199,29,13,NULL,NULL,NULL
"199_29_14",NULL,NULL,25,199,29,14,NULL,NULL,NULL
"199_29_15",NULL,NULL,25,199,29,15,NULL,NULL,NULL
"199_29_16",NULL,NULL,25,199,29,16,NULL,NULL,NULL
"199_29_17",NULL,NULL,25,199,29,17,NULL,NULL,NULL
"199_29_18",NULL,NULL,25,199,29,18,NULL,NULL,NULL
"199_29_19",NULL,NULL,25,199,29,19,NULL,NULL,NULL
"199_29_2",NULL,NULL,25,199,29,2,NULL,NULL,NULL
"199_29_20",NULL,NULL,25,199,29,20,NULL,NULL,NULL
"199_29_21",NULL,NULL,25,199,29,21,NULL,NULL,NULL
"199_29_22",NULL,NULL,25,199,29,22,NULL,NULL,NULL
"199_29_23",NULL,NULL,25,199,29,23,NULL,NULL,NULL
"199_29_24",NULL,NULL,25,199,29,24,NULL,NULL,NULL
"199_29_25",NULL,NULL,25,199,29,25,NULL,NULL,NULL
"199_29_26",NULL,NULL,25,199,29,26,NULL,NULL,NULL
"199_29_27",NULL,NULL,25,199,29,27,NULL,NULL,NULL
"199_29_28",NULL,NULL,25,199,29,28,NULL,NULL,NULL
"199_29_29",NULL,NULL,25,199,29,29,NULL,NULL,NULL
"199_29_3",NULL,NULL,25,199,29,3,NULL,NULL,NULL
"199_29_30",NULL,NULL,25,199,29,30,NULL,NULL,NULL
"199_29_31",NULL,NULL,25,199,29,31,NULL,NULL,NULL
"199_29_32",NULL,NULL,25,199,29,32,NULL,NULL,NULL
"199_29_33",NULL,NULL,25,199,29,33,NULL,NULL,NULL
"199_29_34",NULL,NULL,25,199,29,34,NULL,NULL,NULL
"199_29_35",NULL,NULL,25,199,29,35,NULL,NULL,NULL
"199_29_36",NULL,NULL,25,199,29,36,NULL,NULL,NULL
"199_29_37",NULL,NULL,25,199,29,37,NULL,NULL,NULL
"199_29_38",NULL,NULL,25,199,29,38,NULL,NULL,NULL
"199_29_39",NULL,NULL,25,199,29,39,NULL,NULL,NULL
"199_29_4",NULL,NULL,25,199,29,4,NULL,NULL,NULL
"199_29_40",NULL,NULL,25,199,29,40,NULL,NULL,NULL
"199_29_41",NULL,NULL,25,199,29,41,NULL,NULL,NULL
"199_29_42",NULL,NULL,25,199,29,42,NULL,NULL,NULL
"199_29_43",NULL,NULL,25,199,29,43,NULL,NULL,NULL
"199_29_44",NULL,NULL,25,199,29,44,NULL,NULL,NULL
"199_29_45",NULL,NULL,25,199,29,45,NULL,NULL,NULL
"199_29_46",NULL,NULL,25,199,29,46,NULL,NULL,NULL
"199_29_47",NULL,NULL,25,199,29,47,NULL,NULL,NULL
"199_29_48",NULL,NULL,25,199,29,48,NULL,NULL,NULL
"199_29_49",NULL,NULL,25,199,29,49,NULL,NULL,NULL
"199_29_5",NULL,NULL,25,199,29,5,NULL,NULL,NULL
"199_29_50",NULL,NULL,25,199,29,50,NULL,NULL,NULL
"199_29_51",NULL,NULL,25,199,29,51,NULL,NULL,NULL
"199_29_52",NULL,NULL,25,199,29,52,NULL,NULL,NULL
"199_29_53",NULL,NULL,25,199,29,53,NULL,NULL,NULL
"199_29_6",NULL,NULL,25,199,29,6,NULL,NULL,NULL
"199_29_7",NULL,NULL,25,199,29,7,NULL,NULL,NULL
"199_29_8",NULL,NULL,25,199,29,8,NULL,NULL,NULL
"199_29_9",NULL,NULL,25,199,29,9,NULL,NULL,NULL
"199_2_0",NULL,NULL,25,199,2,0,NULL,NULL,NULL
"199_2_1",NULL,NULL,25,199,2,1,NULL,NULL,NULL
"199_2_10",NULL,NULL,25,199,2,10,NULL,NULL,NULL
"199_2_11",NULL,NULL,25,199,2,11,NULL,NULL,NULL
"199_2_12",NULL,NULL,25,199,2,12,NULL,NULL,NULL
"199_2_13",NULL,NULL,25,199,2,13,NULL,NULL,NULL
"199_2_14",NULL,NULL,25,199,2,14,NULL,NULL,NULL
"199_2_15",NULL,NULL,25,199,2,15,NULL,NULL,NULL
"199_2_16",NULL,NULL,25,199,2,16,NULL,NULL,NULL
"199_2_17",NULL,NULL,25,199,2,17,NULL,NULL,NULL
"199_2_18",NULL,NULL,25,199,2,18,NULL,NULL,NULL
"199_2_19",NULL,NULL,25,199,2,19,NULL,NULL,NULL
"199_2_2",NULL,NULL,25,199,2,2,NULL,NULL,NULL
"199_2_20",NULL,NULL,25,199,2,20,NULL,NULL,NULL
"199_2_21",NULL,NULL,25,199,2,21,NULL,NULL,NULL
"199_2_22",NULL,NULL,25,199,2,22,NULL,NULL,NULL
"199_2_23",NULL,NULL,25,199,2,23,NULL,NULL,NULL
"199_2_24",NULL,NULL,25,199,2,24,NULL,NULL,NULL
"199_2_25",NULL,NULL,25,199,2,25,NULL,NULL,NULL
"199_2_26",NULL,NULL,25,199,2,26,NULL,NULL,NULL
"199_2_27",NULL,NULL,25,199,2,27,NULL,NULL,NULL
"199_2_28",NULL,NULL,25,199,2,28,NULL,NULL,NULL
"199_2_29",NULL,NULL,25,199,2,29,NULL,NULL,NULL
"199_2_3",NULL,NULL,25,199,2,3,NULL,NULL,NULL
"199_2_30",NULL,NULL,25,199,2,30,NULL,NULL,NULL
"199_2_31",NULL,NULL,25,199,2,31,NULL,NULL,NULL
"199_2_32",NULL,NULL,25,199,2,32,NULL,NULL,NULL
"199_2_33",NULL,NULL,25,199,2,33,NULL,NULL,NULL
"199_2_34",NULL,NULL,25,199,2,34,NULL,NULL,NULL
"199_2_35",NULL,NULL,25,199,2,35,NULL,NULL,NULL
"199_2_36",NULL,NULL,25,199,2,36,NULL,NULL,NULL
"199_2_37",NULL,NULL,25,199,2,37,NULL,NULL,NULL
"199_2_38",NULL,NULL,25,199,2,38,NULL,NULL,NULL
"199_2_39",NULL,NULL,25,199,2,39,NULL,NULL,NULL
"199_2_4",NULL,NULL,25,199,2,4,NULL,NULL,NULL
"199_2_40",NULL,NULL,25,199,2,40,NULL,NULL,NULL
"199_2_41",NULL,NULL,25,199,2,41,NULL,NULL,NULL
"199_2_42",NULL,NULL,25,199,2,42,NULL,NULL,NULL
"199_2_43",NULL,NULL,25,199,2,43,NULL,NULL,NULL
"199_2_44",NULL,NULL,25,199,2,44,NULL,NULL,NULL
"199_2_45",NULL,NULL,25,199,2,45,NULL,NULL,NULL
"199_2_46",NULL,NULL,25,199,2,46,NULL,NULL,NULL
"199_2_47",NULL,NULL,25,199,2,47,NULL,NULL,NULL
"199_2_48",NULL,NULL,25,199,2,48,NULL,NULL,NULL
"199_2_49",NULL,NULL,25,199,2,49,NULL,NULL,NULL
"199_2_5",NULL,NULL,25,199,2,5,NULL,NULL,NULL
"199_2_50",NULL,NULL,25,199,2,50,NULL,NULL,NULL
"199_2_51",NULL,NULL,25,199,2,51,NULL,NULL,NULL
"199_2_52",NULL,NULL,25,199,2,52,NULL,NULL,NULL
"199_2_53",NULL,NULL,25,199,2,53,NULL,NULL,NULL
"199_2_6",NULL,NULL,25,199,2,6,NULL,NULL,NULL
"199_2_7",NULL,NULL,25,199,2,7,NULL,NULL,NULL
"199_2_8",NULL,NULL,25,199,2,8,NULL,NULL,NULL
"199_2_9",NULL,NULL,25,199,2,9,NULL,NULL,NULL
"199_35_0",NULL,NULL,25,199,35,0,NULL,NULL,NULL
"199_35_1",NULL,NULL,25,199,35,1,NULL,NULL,NULL
"199_35_10",NULL,NULL,25,199,35,10,NULL,NULL,NULL
"199_35_11",NULL,NULL,25,199,35,11,NULL,NULL,NULL
"199_35_12",NULL,NULL,25,199,35,12,NULL,NULL,NULL
"199_35_13",NULL,NULL,25,199,35,13,NULL,NULL,NULL
"199_35_14",NULL,NULL,25,199,35,14,NULL,NULL,NULL
"199_35_15",NULL,NULL,25,199,35,15,NULL,NULL,NULL
"199_35_16",NULL,NULL,25,199,35,16,NULL,NULL,NULL
"199_35_17",NULL,NULL,25,199,35,17,NULL,NULL,NULL
"199_35_18",NULL,NULL,25,199,35,18,NULL,NULL,NULL
"199_35_19",NULL,NULL,25,199,35,19,NULL,NULL,NULL
"199_35_2",NULL,NULL,25,199,35,2,NULL,NULL,NULL
"199_35_20",NULL,NULL,25,199,35,20,NULL,NULL,NULL
"199_35_21",NULL,NULL,25,199,35,21,NULL,NULL,NULL
"199_35_22",NULL,NULL,25,199,35,22,NULL,NULL,NULL
"199_35_23",NULL,NULL,25,199,35,23,NULL,NULL,NULL
"199_35_24",NULL,NULL,25,199,35,24,NULL,NULL,NULL
"199_35_25",NULL,NULL,25,199,35,25,NULL,NULL,NULL
"199_35_26",NULL,NULL,25,199,35,26,NULL,NULL,NULL
"199_35_27",NULL,NULL,25,199,35,27,NULL,NULL,NULL
"199_35_28",NULL,NULL,25,199,35,28,NULL,NULL,NULL
"199_35_29",NULL,NULL,25,199,35,29,NULL,NULL,NULL
"199_35_3",NULL,NULL,25,199,35,3,NULL,NULL,NULL
"199_35_30",NULL,NULL,25,199,35,30,NULL,NULL,NULL
"199_35_31",NULL,NULL,25,199,35,31,NULL,NULL,NULL
"199_35_32",NULL,NULL,25,199,35,32,NULL,NULL,NULL
"199_35_33",NULL,NULL,25,199,35,33,NULL,NULL,NULL
"199_35_34",NULL,NULL,25,199,35,34,NULL,NULL,NULL
"199_35_35",NULL,NULL,25,199,35,35,NULL,NULL,NULL
"199_35_36",NULL,NULL,25,199,35,36,NULL,NULL,NULL
"199_35_37",NULL,NULL,25,199,35,37,NULL,NULL,NULL
"199_35_38",NULL,NULL,25,199,35,38,NULL,NULL,NULL
"199_35_39",NULL,NULL,25,199,35,39,NULL,NULL,NULL
"199_35_4",NULL,NULL,25,199,35,4,NULL,NULL,NULL
"199_35_40",NULL,NULL,25,199,35,40,NULL,NULL,NULL
"199_35_41",NULL,NULL,25,199,35,41,NULL,NULL,NULL
"199_35_42",NULL,NULL,25,199,35,42,NULL,NULL,NULL
"199_35_43",NULL,NULL,25,199,35,43,NULL,NULL,NULL
"199_35_44",NULL,NULL,25,199,35,44,NULL,NULL,NULL
"199_35_45",NULL,NULL,25,199,35,45,NULL,NULL,NULL
"199_35_46",NULL,NULL,25,199,35,46,NULL,NULL,NULL
"199_35_47",NULL,NULL,25,199,35,47,NULL,NULL,NULL
"199_35_48",NULL,NULL,25,199,35,48,NULL,NULL,NULL
"199_35_49",NULL,NULL,25,199,35,49,NULL,NULL,NULL
"199_35_5",NULL,NULL,25,199,35,5,NULL,NULL,NULL
"199_35_50",NULL,NULL,25,199,35,50,NULL,NULL,NULL
"199_35_51",NULL,NULL,25,199,35,51,NULL,NULL,NULL
"199_35_52",NULL,NULL,25,199,35,52,NULL,NULL,NULL
"199_35_53",NULL,NULL,25,199,35,53,NULL,NULL,NULL
"199_35_6",NULL,NULL,25,199,35,6,NULL,NULL,NULL
"199_35_7",NULL,NULL,25,199,35,7,NULL,NULL,NULL
"199_35_8",NULL,NULL,25,199,35,8,NULL,NULL,NULL
"199_35_9",NULL,NULL,25,199,35,9,NULL,NULL,NULL
"199_46_0",NULL,NULL,25,199,46,0,NULL,NULL,NULL
"199_46_1",NULL,NULL,25,199,46,1,NULL,NULL,NULL
"199_46_10",NULL,NULL,25,199,46,10,NULL,NULL,NULL
"199_46_11",NULL,NULL,25,199,46,11,NULL,NULL,NULL
"199_46_12",NULL,NULL,25,199,46,12,NULL,NULL,NULL
"199_46_13",NULL,NULL,25,199,46,13,NULL,NULL,NULL
"199_46_14",NULL,NULL,25,199,46,14,NULL,NULL,NULL
"199_46_15",NULL,NULL,25,199,46,15,NULL,NULL,NULL
"199_46_16",NULL,NULL,25,199,46,16,NULL,NULL,NULL
"199_46_17",NULL,NULL,25,199,46,17,NULL,NULL,NULL
"199_46_18",NULL,NULL,25,199,46,18,NULL,NULL,NULL
"199_46_19",NULL,NULL,25,199,46,19,NULL,NULL,NULL
"199_46_2",NULL,NULL,25,199,46,2,NULL,NULL,NULL
"199_46_20",NULL,NULL,25,199,46,20,NULL,NULL,NULL
"199_46_21",NULL,NULL,25,199,46,21,NULL,NULL,NULL
"199_46_22",NULL,NULL,25,199,46,22,NULL,NULL,NULL
"199_46_23",NULL,NULL,25,199,46,23,NULL,NULL,NULL
"199_46_24",NULL,NULL,25,199,46,24,NULL,NULL,NULL
"199_46_25",NULL,NULL,25,199,46,25,NULL,NULL,NULL
"199_46_26",NULL,NULL,25,199,46,26,NULL,NULL,NULL
"199_46_27",NULL,NULL,25,199,46,27,NULL,NULL,NULL
"199_46_28",NULL,NULL,25,199,46,28,NULL,NULL,NULL
"199_46_29",NULL,NULL,25,199,46,29,NULL,NULL,NULL
"199_46_3",NULL,NULL,25,199,46,3,NULL,NULL,NULL
"199_46_30",NULL,NULL,25,199,46,30,NULL,NULL,NULL
"199_46_31",NULL,NULL,25,199,46,31,NULL,NULL,NULL
"199_46_32",NULL,NULL,25,199,46,32,NULL,NULL,NULL
"199_46_33",NULL,NULL,25,199,46,33,NULL,NULL,NULL
"199_46_34",NULL,NULL,25,199,46,34,NULL,NULL,NULL
"199_46_35",NULL,NULL,25,199,46,35,NULL,NULL,NULL
"199_46_36",NULL,NULL,25,199,46,36,NULL,NULL,NULL
"199_46_37",NULL,NULL,25,199,46,37,NULL,NULL,NULL
"199_46_38",NULL,NULL,25,199,46,38,NULL,NULL,NULL
"199_46_39",NULL,NULL,25,199,46,39,NULL,NULL,NULL
"199_46_4",NULL,NULL,25,199,46,4,NULL,NULL,NULL
"199_46_40",NULL,NULL,25,199,46,40,NULL,NULL,NULL
"199_46_41",NULL,NULL,25,199,46,41,NULL,NULL,NULL
"199_46_42",NULL,NULL,25,199,46,42,NULL,NULL,NULL
"199_46_43",NULL,NULL,25,199,46,43,NULL,NULL,NULL
"199_46_44",NULL,NULL,25,199,46,44,NULL,NULL,NULL
"199_46_45",NULL,NULL,25,199,46,45,NULL,NULL,NULL
"199_46_46",NULL,NULL,25,199,46,46,NULL,NULL,NULL
"199_46_47",NULL,NULL,25,199,46,47,NULL,NULL,NULL
"199_46_48",NULL,NULL,25,199,46,48,NULL,NULL,NULL
"199_46_49",NULL,NULL,25,199,46,49,NULL,NULL,NULL
"199_46_5",NULL,NULL,25,199,46,5,NULL,NULL,NULL
"199_46_50",NULL,NULL,25,199,46,50,NULL,NULL,NULL
"199_46_51",NULL,NULL,25,199,46,51,NULL,NULL,NULL
"199_46_52",NULL,NULL,25,199,46,52,NULL,NULL,NULL
"199_46_53",NULL,NULL,25,199,46,53,NULL,NULL,NULL
"199_46_6",NULL,NULL,25,199,46,6,NULL,NULL,NULL
"199_46_7",NULL,NULL,25,199,46,7,NULL,NULL,NULL
"199_46_8",NULL,NULL,25,199,46,8,NULL,NULL,NULL
"199_46_9",NULL,NULL,25,199,46,9,NULL,NULL,NULL
"199_4_0",NULL,NULL,25,199,4,0,NULL,NULL,NULL
"199_4_1",NULL,NULL,25,199,4,1,NULL,NULL,NULL
"199_4_10",NULL,NULL,25,199,4,10,NULL,NULL,NULL
"199_4_11",NULL,NULL,25,199,4,11,NULL,NULL,NULL
"199_4_12",NULL,NULL,25,199,4,12,NULL,NULL,NULL
"199_4_13",NULL,NULL,25,199,4,13,NULL,NULL,NULL
"199_4_14",NULL,NULL,25,199,4,14,NULL,NULL,NULL
"199_4_15",NULL,NULL,25,199,4,15,NULL,NULL,NULL
"199_4_16",NULL,NULL,25,199,4,16,NULL,NULL,NULL
"199_4_17",NULL,NULL,25,199,4,17,NULL,NULL,NULL
"199_4_18",NULL,NULL,25,199,4,18,NULL,NULL,NULL
"199_4_19",NULL,NULL,25,199,4,19,NULL,NULL,NULL
"199_4_2",NULL,NULL,25,199,4,2,NULL,NULL,NULL
"199_4_20",NULL,NULL,25,199,4,20,NULL,NULL,NULL
"199_4_21",NULL,NULL,25,199,4,21,NULL,NULL,NULL
"199_4_22",NULL,NULL,25,199,4,22,NULL,NULL,NULL
"199_4_23",NULL,NULL,25,199,4,23,NULL,NULL,NULL
"199_4_24",NULL,NULL,25,199,4,24,NULL,NULL,NULL
"199_4_25",NULL,NULL,25,199,4,25,NULL,NULL,NULL
"199_4_26",NULL,NULL,25,199,4,26,NULL,NULL,NULL
"199_4_27",NULL,NULL,25,199,4,27,NULL,NULL,NULL
"199_4_28",NULL,NULL,25,199,4,28,NULL,NULL,NULL
"199_4_29",NULL,NULL,25,199,4,29,NULL,NULL,NULL
"199_4_3",NULL,NULL,25,199,4,3,NULL,NULL,NULL
"199_4_30",NULL,NULL,25,199,4,30,NULL,NULL,NULL
"199_4_31",NULL,NULL,25,199,4,31,NULL,NULL,NULL
"199_4_32",NULL,NULL,25,199,4,32,NULL,NULL,NULL
"199_4_33",NULL,NULL,25,199,4,33,NULL,NULL,NULL
"199_4_34",NULL,NULL,25,199,4,34,NULL,NULL,NULL
"199_4_35",NULL,NULL,25,199,4,35,NULL,NULL,NULL
"199_4_36",NULL,NULL,25,199,4,36,NULL,NULL,NULL
"199_4_37",NULL,NULL,25,199,4,37,NULL,NULL,NULL
"199_4_38",NULL,NULL,25,199,4,38,NULL,NULL,NULL
"199_4_39",NULL,NULL,25,199,4,39,NULL,NULL,NULL
"199_4_4",NULL,NULL,25,199,4,4,NULL,NULL,NULL
"199_4_40",NULL,NULL,25,199,4,40,NULL,NULL,NULL
"199_4_41",NULL,NULL,25,199,4,41,NULL,NULL,NULL
"199_4_42",NULL,NULL,25,199,4,42,NULL,NULL,NULL
"199_4_43",NULL,NULL,25,199,4,43,NULL,NULL,NULL
"199_4_44",NULL,NULL,25,199,4,44,NULL,NULL,NULL
"199_4_45",NULL,NULL,25,199,4,45,NULL,NULL,NULL
"199_4_46",NULL,NULL,25,199,4,46,NULL,NULL,NULL
"199_4_47",NULL,NULL,25,199,4,47,NULL,NULL,NULL
"199_4_48",NULL,NULL,25,199,4,48,NULL,NULL,NULL
"199_4_49",NULL,NULL,25,199,4,49,NULL,NULL,NULL
"199_4_5",NULL,NULL,25,199,4,5,NULL,NULL,NULL
"199_4_50",NULL,NULL,25,199,4,50,NULL,NULL,NULL
"199_4_51",NULL,NULL,25,199,4,51,NULL,NULL,NULL
"199_4_52",NULL,NULL,25,199,4,52,NULL,NULL,NULL
"199_4_53",NULL,NULL,25,199,4,53,NULL,NULL,NULL
"199_4_6",NULL,NULL,25,199,4,6,NULL,NULL,NULL
"199_4_7",NULL,NULL,25,199,4,7,NULL,NULL,NULL
"199_4_8",NULL,NULL,25,199,4,8,NULL,NULL,NULL
"199_4_9",NULL,NULL,25,199,4,9,NULL,NULL,NULL
"199_50_0",NULL,NULL,25,199,50,0,NULL,NULL,NULL
"199_50_1",NULL,NULL,25,199,50,1,NULL,NULL,NULL
"199_50_10",NULL,NULL,25,199,50,10,NULL,NULL,NULL
"199_50_11",NULL,NULL,25,199,50,11,NULL,NULL,NULL
"199_50_12",NULL,NULL,25,199,50,12,NULL,NULL,NULL
"199_50_13",NULL,NULL,25,199,50,13,NULL,NULL,NULL
"199_50_14",NULL,NULL,25,199,50,14,NULL,NULL,NULL
"199_50_15",NULL,NULL,25,199,50,15,NULL,NULL,NULL
"199_50_16",NULL,NULL,25,199,50,16,NULL,NULL,NULL
"199_50_17",NULL,NULL,25,199,50,17,NULL,NULL,NULL
"199_50_18",NULL,NULL,25,199,50,18,NULL,NULL,NULL
"199_50_19",NULL,NULL,25,199,50,19,NULL,NULL,NULL
"199_50_2",NULL,NULL,25,199,50,2,NULL,NULL,NULL
"199_50_20",NULL,NULL,25,199,50,20,NULL,NULL,NULL
"199_50_21",NULL,NULL,25,199,50,21,NULL,NULL,NULL
"199_50_22",NULL,NULL,25,199,50,22,NULL,NULL,NULL
"199_50_23",NULL,NULL,25,199,50,23,NULL,NULL,NULL
"199_50_24",NULL,NULL,25,199,50,24,NULL,NULL,NULL
"199_50_25",NULL,NULL,25,199,50,25,NULL,NULL,NULL
"199_50_26",NULL,NULL,25,199,50,26,NULL,NULL,NULL
"199_50_27",NULL,NULL,25,199,50,27,NULL,NULL,NULL
"199_50_28",NULL,NULL,25,199,50,28,NULL,NULL,NULL
"199_50_29",NULL,NULL,25,199,50,29,NULL,NULL,NULL
"199_50_3",NULL,NULL,25,199,50,3,NULL,NULL,NULL
"199_50_30",NULL,NULL,25,199,50,30,NULL,NULL,NULL
"199_50_31",NULL,NULL,25,199,50,31,NULL,NULL,NULL
"199_50_32",NULL,NULL,25,199,50,32,NULL,NULL,NULL
"199_50_33",NULL,NULL,25,199,50,33,NULL,NULL,NULL
"199_50_34",NULL,NULL,25,199,50,34,NULL,NULL,NULL
"199_50_35",NULL,NULL,25,199,50,35,NULL,NULL,NULL
"199_50_36",NULL,NULL,25,199,50,36,NULL,NULL,NULL
"199_50_37",NULL,NULL,25,199,50,37,NULL,NULL,NULL
"199_50_38",NULL,NULL,25,199,50,38,NULL,NULL,NULL
"199_50_39",NULL,NULL,25,199,50,39,NULL,NULL,NULL
"199_50_4",NULL,NULL,25,199,50,4,NULL,NULL,NULL
"199_50_40",NULL,NULL,25,199,50,40,NULL,NULL,NULL
"199_50_41",NULL,NULL,25,199,50,41,NULL,NULL,NULL
"199_50_42",NULL,NULL,25,199,50,42,NULL,NULL,NULL
"199_50_43",NULL,NULL,25,199,50,43,NULL,NULL,NULL
"199_50_44",NULL,NULL,25,199,50,44,NULL,NULL,NULL
"199_50_45",NULL,NULL,25,199,50,45,NULL,NULL,NULL
"199_50_46",NULL,NULL,25,199,50,46,NULL,NULL,NULL
"199_50_47",NULL,NULL,25,199,50,47,NULL,NULL,NULL
"199_50_48",NULL,NULL,25,199,50,48,NULL,NULL,NULL
"199_50_49",NULL,NULL,25,199,50,49,NULL,NULL,NULL
"199_50_5",NULL,NULL,25,199,50,5,NULL,NULL,NULL
"199_50_50",NULL,NULL,25,199,50,50,NULL,NULL,NULL
"199_50_51",NULL,NULL,25,199,50,51,NULL,NULL,NULL
"199_50_52",NULL,NULL,25,199,50,52,NULL,NULL,NULL
"199_50_53",NULL,NULL,25,199,50,53,NULL,NULL,NULL
"199_50_6",NULL,NULL,25,199,50,6,NULL,NULL,NULL
"199_50_7",NULL,NULL,25,199,50,7,NULL,NULL,NULL
"199_50_8",NULL,NULL,25,199,50,8,NULL,NULL,NULL
"199_50_9",NULL,NULL,25,199,50,9,NULL,NULL,NULL
"199_56_0",NULL,NULL,25,199,56,0,NULL,NULL,NULL
"199_56_1",NULL,NULL,25,199,56,1,NULL,NULL,NULL
"199_56_10",NULL,NULL,25,199,56,10,NULL,NULL,NULL
"199_56_11",NULL,NULL,25,199,56,11,NULL,NULL,NULL
