all_name,dma1_name,sales1_name,sales2_name,chan1_name,max,cpp,hl,hrf,wks, beta ,curvegroup_name
overall,RALEIGH-NC,Brakes,AAP,Digital Radio-Speed Perk,1989120,0.004598627,4,0.15,1,2424,weekly
overall,SALT LAKE CITY-UT,Brakes,AAP,Digital Radio-Speed Perk,229668,0.004598627,4,0.15,1,351,weekly
overall,SAN ANTONIO-TX,Brakes,AAP,Digital Radio-Speed Perk,804419,0.004598627,4,0.15,1,664,weekly
overall,SEATTLE-WA,Brakes,AAP,Digital Radio-Speed Perk,229668,0.004598627,4,0.15,1,351,weekly
overall,ST. LOUIS-MO,Brakes,AAP,Digital Radio-Speed Perk,677362,0.004598627,4,0.15,1,1013,weekly
overall,TAMPA/ST. PETE/LAKELAND-FL,Brakes,AAP,Digital Radio-Speed Perk,3979141,0.004598627,4,0.15,1,4314,weekly
overall,WASHINGTON D.C.,Brakes,AAP,Digital Radio-Speed Perk,3892808,0.004598627,4,0.15,1,8123,weekly
overall,ALBUQUERQUE/SANTA FE-NM,Other,AAP,Digital Radio-Speed Perk,52544,0.004598627,4,0.15,1,141,weekly
overall,ATLANTA-GA,Other,AAP,Digital Radio-Speed Perk,3961957,0.004598627,4,0.15,1,15877,weekly
overall,AUSTIN-TX,Other,AAP,Digital Radio-Speed Perk,712072,0.004598627,4,0.15,1,2654,weekly
overall,BALTIMORE-MD,Other,AAP,Digital Radio-Speed Perk,1475142,0.004598627,4,0.15,1,7426,weekly
overall,BIRMINGHAM-AL,Other,AAP,Digital Radio-Speed Perk,1349695,0.004598627,4,0.15,1,4611,weekly
overall,BOSTON-MA,Other,AAP,Digital Radio-Speed Perk,1961317,0.004598627,4,0.15,1,9651,weekly
overall,CHARLOTTE-NC,Other,AAP,Digital Radio-Speed Perk,2253295,0.004598627,4,0.15,1,8542,weekly
overall,CHICAGO-IL,Other,AAP,Digital Radio-Speed Perk,2692147,0.004598627,4,0.15,1,10117,weekly
overall,DALLAS-TX,Other,AAP,Digital Radio-Speed Perk,1148339,0.004598627,4,0.15,1,4478,weekly
overall,DENVER-CO,Other,AAP,Digital Radio-Speed Perk,1469320,0.004598627,4,0.15,1,6343,weekly
overall,DETROIT-MI,Other,AAP,Digital Radio-Speed Perk,925499,0.004598627,4,0.15,1,3727,weekly
overall,HARRISBURG/LANCASTER-PA,Other,AAP,Digital Radio-Speed Perk,1522325,0.004598627,4,0.15,1,5840,weekly
overall,NEW HAVEN/HARTFORD-CT,Other,AAP,Digital Radio-Speed Perk,1485704,0.004598627,4,0.15,1,5905,weekly
overall,HOUSTON-TX,Other,AAP,Digital Radio-Speed Perk,1638537,0.004598627,4,0.15,1,6826,weekly
overall,INDIANAPOLIS-IN,Other,AAP,Digital Radio-Speed Perk,1004849,0.004598627,4,0.15,1,3234,weekly
overall,MIAMI/FT. LAUDERDALE-FL,Other,AAP,Digital Radio-Speed Perk,3226959,0.004598627,4,0.15,1,17351,weekly
overall,MILWAUKEE-WI,Other,AAP,Digital Radio-Speed Perk,1020683,0.004598627,4,0.15,1,3172,weekly
overall,TRI-STATE-NY/NJ/CT,Other,AAP,Digital Radio-Speed Perk,3773757,0.004598627,4,0.15,1,20896,weekly
overall,ORLANDO/DAYTONA/MELBOURNE-FL,Other,AAP,Digital Radio-Speed Perk,3177126,0.004598627,4,0.15,1,12811,weekly
overall,PHILADELPHIA-PA,Other,AAP,Digital Radio-Speed Perk,2805660,0.004598627,4,0.15,1,12518,weekly
overall,PITTSBURGH-PA,Other,AAP,Digital Radio-Speed Perk,2109020,0.004598627,4,0.15,1,8883,weekly
overall,PORTLAND-OR,Other,AAP,Digital Radio-Speed Perk,229668,0.004598627,4,0.15,1,896,weekly
overall,RALEIGH-NC,Other,AAP,Digital Radio-Speed Perk,1989120,0.004598627,4,0.15,1,8134,weekly
overall,SALT LAKE CITY-UT,Other,AAP,Digital Radio-Speed Perk,229668,0.004598627,4,0.15,1,896,weekly
overall,SAN ANTONIO-TX,Other,AAP,Digital Radio-Speed Perk,804419,0.004598627,4,0.15,1,2891,weekly
overall,SEATTLE-WA,Other,AAP,Digital Radio-Speed Perk,229668,0.004598627,4,0.15,1,896,weekly
overall,ST. LOUIS-MO,Other,AAP,Digital Radio-Speed Perk,677362,0.004598627,4,0.15,1,2573,weekly
overall,TAMPA/ST. PETE/LAKELAND-FL,Other,AAP,Digital Radio-Speed Perk,3979141,0.004598627,4,0.15,1,15950,weekly
overall,WASHINGTON D.C.,Other,AAP,Digital Radio-Speed Perk,3892808,0.004598627,4,0.15,1,20000,weekly
overall,ALBUQUERQUE/SANTA FE-NM,Parts,AAP,Digital Radio-Speed Perk,52544,0.004598627,4,0.15,1,156,weekly
overall,ATLANTA-GA,Parts,AAP,Digital Radio-Speed Perk,3961957,0.004598627,4,0.15,1,11794,weekly
overall,AUSTIN-TX,Parts,AAP,Digital Radio-Speed Perk,712072,0.004598627,4,0.15,1,2120,weekly
overall,BALTIMORE-MD,Parts,AAP,Digital Radio-Speed Perk,1475142,0.004598627,4,0.15,1,4391,weekly
overall,BIRMINGHAM-AL,Parts,AAP,Digital Radio-Speed Perk,1349695,0.004598627,4,0.15,1,4018,weekly
overall,BOSTON-MA,Parts,AAP,Digital Radio-Speed Perk,1961317,0.004598627,4,0.15,1,5839,weekly
overall,CHARLOTTE-NC,Parts,AAP,Digital Radio-Speed Perk,2253295,0.004598627,4,0.15,1,6708,weekly
overall,CHICAGO-IL,Parts,AAP,Digital Radio-Speed Perk,2692147,0.004598627,4,0.15,1,8014,weekly
overall,DALLAS-TX,Parts,AAP,Digital Radio-Speed Perk,1148339,0.004598627,4,0.15,1,3418,weekly
overall,DENVER-CO,Parts,AAP,Digital Radio-Speed Perk,1469320,0.004598627,4,0.15,1,4374,weekly
overall,DETROIT-MI,Parts,AAP,Digital Radio-Speed Perk,925499,0.004598627,4,0.15,1,2755,weekly
overall,HARRISBURG/LANCASTER-PA,Parts,AAP,Digital Radio-Speed Perk,1522325,0.004598627,4,0.15,1,4532,weekly
overall,NEW HAVEN/HARTFORD-CT,Parts,AAP,Digital Radio-Speed Perk,1485704,0.004598627,4,0.15,1,4423,weekly
overall,HOUSTON-TX,Parts,AAP,Digital Radio-Speed Perk,1638537,0.004598627,4,0.15,1,4878,weekly
overall,INDIANAPOLIS-IN,Parts,AAP,Digital Radio-Speed Perk,1004849,0.004598627,4,0.15,1,2991,weekly
overall,MIAMI/FT. LAUDERDALE-FL,Parts,AAP,Digital Radio-Speed Perk,3226959,0.004598627,4,0.15,1,9606,weekly
overall,MILWAUKEE-WI,Parts,AAP,Digital Radio-Speed Perk,1020683,0.004598627,4,0.15,1,3038,weekly
overall,TRI-STATE-NY/NJ/CT,Parts,AAP,Digital Radio-Speed Perk,3773757,0.004598627,4,0.15,1,11234,weekly
overall,ORLANDO/DAYTONA/MELBOURNE-FL,Parts,AAP,Digital Radio-Speed Perk,3177126,0.004598627,4,0.15,1,9458,weekly
overall,PHILADELPHIA-PA,Parts,AAP,Digital Radio-Speed Perk,2805660,0.004598627,4,0.15,1,8352,weekly
overall,PITTSBURGH-PA,Parts,AAP,Digital Radio-Speed Perk,2109020,0.004598627,4,0.15,1,6278,weekly
overall,PORTLAND-OR,Parts,AAP,Digital Radio-Speed Perk,229668,0.004598627,4,0.15,1,684,weekly
overall,RALEIGH-NC,Parts,AAP,Digital Radio-Speed Perk,1989120,0.004598627,4,0.15,1,5921,weekly
overall,SALT LAKE CITY-UT,Parts,AAP,Digital Radio-Speed Perk,229668,0.004598627,4,0.15,1,684,weekly
overall,SAN ANTONIO-TX,Parts,AAP,Digital Radio-Speed Perk,804419,0.004598627,4,0.15,1,2395,weekly
overall,SEATTLE-WA,Parts,AAP,Digital Radio-Speed Perk,229668,0.004598627,4,0.15,1,684,weekly
overall,ST. LOUIS-MO,Parts,AAP,Digital Radio-Speed Perk,677362,0.004598627,4,0.15,1,2016,weekly
overall,TAMPA/ST. PETE/LAKELAND-FL,Parts,AAP,Digital Radio-Speed Perk,3979141,0.004598627,4,0.15,1,11846,weekly
overall,WASHINGTON D.C.,Parts,AAP,Digital Radio-Speed Perk,3892808,0.004598627,4,0.15,1,11589,weekly
